# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy01070	unplaced-scaffold	na	na	JTFH01000860.1	<>	na	Primary Assembly	1084	na
decoy01071	unplaced-scaffold	na	na	JTFH01000861.1	<>	na	Primary Assembly	1084	na
decoy01072	unplaced-scaffold	na	na	JTFH01000862.1	<>	na	Primary Assembly	1084	na
decoy01074	unplaced-scaffold	na	na	JTFH01000863.1	<>	na	Primary Assembly	1083	na
decoy01075	unplaced-scaffold	na	na	JTFH01000864.1	<>	na	Primary Assembly	1083	na
decoy01076	unplaced-scaffold	na	na	JTFH01000865.1	<>	na	Primary Assembly	1082	na
decoy01077	unplaced-scaffold	na	na	JTFH01000866.1	<>	na	Primary Assembly	1082	na
decoy01078	unplaced-scaffold	na	na	JTFH01000867.1	<>	na	Primary Assembly	1081	na
decoy01079	unplaced-scaffold	na	na	JTFH01000868.1	<>	na	Primary Assembly	1081	na
decoy01080	unplaced-scaffold	na	na	JTFH01000869.1	<>	na	Primary Assembly	1079	na
decoy01082	unplaced-scaffold	na	na	JTFH01000870.1	<>	na	Primary Assembly	1076	na
decoy01083	unplaced-scaffold	na	na	JTFH01000871.1	<>	na	Primary Assembly	1074	na
decoy01084	unplaced-scaffold	na	na	JTFH01000872.1	<>	na	Primary Assembly	1073	na
decoy01085	unplaced-scaffold	na	na	JTFH01000873.1	<>	na	Primary Assembly	1073	na
decoy01087	unplaced-scaffold	na	na	JTFH01000874.1	<>	na	Primary Assembly	1071	na
decoy01089	unplaced-scaffold	na	na	JTFH01000875.1	<>	na	Primary Assembly	1069	na
decoy01090	unplaced-scaffold	na	na	JTFH01000876.1	<>	na	Primary Assembly	1067	na
decoy01091	unplaced-scaffold	na	na	JTFH01000877.1	<>	na	Primary Assembly	1067	na
decoy01092	unplaced-scaffold	na	na	JTFH01000878.1	<>	na	Primary Assembly	1067	na
decoy01093	unplaced-scaffold	na	na	JTFH01000879.1	<>	na	Primary Assembly	1066	na
decoy01094	unplaced-scaffold	na	na	JTFH01000880.1	<>	na	Primary Assembly	1065	na
decoy01095	unplaced-scaffold	na	na	JTFH01000881.1	<>	na	Primary Assembly	1065	na
decoy01096	unplaced-scaffold	na	na	JTFH01000882.1	<>	na	Primary Assembly	1065	na
decoy01097	unplaced-scaffold	na	na	JTFH01000883.1	<>	na	Primary Assembly	1065	na
decoy01098	unplaced-scaffold	na	na	JTFH01000884.1	<>	na	Primary Assembly	1065	na
decoy01100	unplaced-scaffold	na	na	JTFH01000885.1	<>	na	Primary Assembly	1064	na
decoy01101	unplaced-scaffold	na	na	JTFH01000886.1	<>	na	Primary Assembly	1064	na
decoy01102	unplaced-scaffold	na	na	JTFH01000887.1	<>	na	Primary Assembly	1064	na
decoy01104	unplaced-scaffold	na	na	JTFH01000888.1	<>	na	Primary Assembly	1063	na
decoy01105	unplaced-scaffold	na	na	JTFH01000889.1	<>	na	Primary Assembly	1062	na
decoy01106	unplaced-scaffold	na	na	JTFH01000890.1	<>	na	Primary Assembly	1062	na
decoy01107	unplaced-scaffold	na	na	JTFH01000891.1	<>	na	Primary Assembly	1062	na
decoy01108	unplaced-scaffold	na	na	JTFH01000892.1	<>	na	Primary Assembly	1061	na
decoy01109	unplaced-scaffold	na	na	JTFH01000893.1	<>	na	Primary Assembly	1060	na
decoy01110	unplaced-scaffold	na	na	JTFH01000894.1	<>	na	Primary Assembly	1057	na
decoy01111	unplaced-scaffold	na	na	JTFH01000895.1	<>	na	Primary Assembly	1057	na
decoy01112	unplaced-scaffold	na	na	JTFH01000896.1	<>	na	Primary Assembly	1056	na
decoy01113	unplaced-scaffold	na	na	JTFH01000897.1	<>	na	Primary Assembly	1055	na
decoy01114	unplaced-scaffold	na	na	JTFH01000898.1	<>	na	Primary Assembly	1055	na
decoy01115	unplaced-scaffold	na	na	JTFH01000899.1	<>	na	Primary Assembly	1055	na
decoy01116	unplaced-scaffold	na	na	JTFH01000900.1	<>	na	Primary Assembly	1055	na
decoy01117	unplaced-scaffold	na	na	JTFH01000901.1	<>	na	Primary Assembly	1054	na
decoy01118	unplaced-scaffold	na	na	JTFH01000902.1	<>	na	Primary Assembly	1051	na
decoy01119	unplaced-scaffold	na	na	JTFH01000903.1	<>	na	Primary Assembly	1050	na
decoy01120	unplaced-scaffold	na	na	JTFH01000904.1	<>	na	Primary Assembly	1050	na
decoy01121	unplaced-scaffold	na	na	JTFH01000905.1	<>	na	Primary Assembly	1049	na
decoy01122	unplaced-scaffold	na	na	JTFH01000906.1	<>	na	Primary Assembly	1048	na
decoy01123	unplaced-scaffold	na	na	JTFH01000907.1	<>	na	Primary Assembly	1047	na
decoy01124	unplaced-scaffold	na	na	JTFH01000908.1	<>	na	Primary Assembly	1046	na
decoy01125	unplaced-scaffold	na	na	JTFH01000909.1	<>	na	Primary Assembly	1046	na
decoy01126	unplaced-scaffold	na	na	JTFH01000910.1	<>	na	Primary Assembly	1046	na
decoy01127	unplaced-scaffold	na	na	JTFH01000911.1	<>	na	Primary Assembly	1045	na
decoy01128	unplaced-scaffold	na	na	JTFH01000912.1	<>	na	Primary Assembly	1045	na
decoy01129	unplaced-scaffold	na	na	JTFH01000913.1	<>	na	Primary Assembly	1045	na
decoy01130	unplaced-scaffold	na	na	JTFH01000914.1	<>	na	Primary Assembly	1044	na
decoy01131	unplaced-scaffold	na	na	JTFH01000915.1	<>	na	Primary Assembly	1042	na
decoy01132	unplaced-scaffold	na	na	JTFH01000916.1	<>	na	Primary Assembly	1041	na
decoy01133	unplaced-scaffold	na	na	JTFH01000917.1	<>	na	Primary Assembly	1039	na
decoy01134	unplaced-scaffold	na	na	JTFH01000918.1	<>	na	Primary Assembly	1039	na
decoy01136	unplaced-scaffold	na	na	JTFH01000919.1	<>	na	Primary Assembly	1038	na
decoy01138	unplaced-scaffold	na	na	JTFH01000920.1	<>	na	Primary Assembly	1036	na
decoy01139	unplaced-scaffold	na	na	JTFH01000921.1	<>	na	Primary Assembly	1036	na
decoy01140	unplaced-scaffold	na	na	JTFH01000922.1	<>	na	Primary Assembly	1035	na
decoy01141	unplaced-scaffold	na	na	JTFH01000923.1	<>	na	Primary Assembly	1035	na
decoy01142	unplaced-scaffold	na	na	JTFH01000924.1	<>	na	Primary Assembly	1033	na
decoy01143	unplaced-scaffold	na	na	JTFH01000925.1	<>	na	Primary Assembly	1032	na
decoy01144	unplaced-scaffold	na	na	JTFH01000926.1	<>	na	Primary Assembly	1031	na
decoy01145	unplaced-scaffold	na	na	JTFH01000927.1	<>	na	Primary Assembly	1031	na
decoy01146	unplaced-scaffold	na	na	JTFH01000928.1	<>	na	Primary Assembly	1031	na
decoy01147	unplaced-scaffold	na	na	JTFH01000929.1	<>	na	Primary Assembly	1027	na
decoy01148	unplaced-scaffold	na	na	JTFH01000930.1	<>	na	Primary Assembly	1027	na
decoy01149	unplaced-scaffold	na	na	JTFH01000931.1	<>	na	Primary Assembly	1026	na
decoy01150	unplaced-scaffold	na	na	JTFH01000932.1	<>	na	Primary Assembly	1026	na
decoy01151	unplaced-scaffold	na	na	JTFH01000933.1	<>	na	Primary Assembly	1024	na
decoy01152	unplaced-scaffold	na	na	JTFH01000934.1	<>	na	Primary Assembly	1024	na
decoy01153	unplaced-scaffold	na	na	JTFH01000935.1	<>	na	Primary Assembly	1022	na
decoy01154	unplaced-scaffold	na	na	JTFH01000936.1	<>	na	Primary Assembly	1022	na
decoy01155	unplaced-scaffold	na	na	JTFH01000937.1	<>	na	Primary Assembly	1021	na
decoy01156	unplaced-scaffold	na	na	JTFH01000938.1	<>	na	Primary Assembly	1020	na
decoy01157	unplaced-scaffold	na	na	JTFH01000939.1	<>	na	Primary Assembly	1019	na
decoy01158	unplaced-scaffold	na	na	JTFH01000940.1	<>	na	Primary Assembly	1018	na
decoy01159	unplaced-scaffold	na	na	JTFH01000941.1	<>	na	Primary Assembly	1018	na
decoy01160	unplaced-scaffold	na	na	JTFH01000942.1	<>	na	Primary Assembly	1018	na
decoy01161	unplaced-scaffold	na	na	JTFH01000943.1	<>	na	Primary Assembly	1016	na
decoy01163	unplaced-scaffold	na	na	JTFH01000944.1	<>	na	Primary Assembly	1010	na
decoy01164	unplaced-scaffold	na	na	JTFH01000945.1	<>	na	Primary Assembly	1010	na
decoy01165	unplaced-scaffold	na	na	JTFH01000946.1	<>	na	Primary Assembly	1009	na
decoy01167	unplaced-scaffold	na	na	JTFH01000947.1	<>	na	Primary Assembly	1008	na
decoy01168	unplaced-scaffold	na	na	JTFH01000948.1	<>	na	Primary Assembly	1007	na
decoy01170	unplaced-scaffold	na	na	JTFH01000949.1	<>	na	Primary Assembly	1006	na
decoy01171	unplaced-scaffold	na	na	JTFH01000950.1	<>	na	Primary Assembly	1005	na
decoy01172	unplaced-scaffold	na	na	JTFH01000951.1	<>	na	Primary Assembly	1005	na
decoy01174	unplaced-scaffold	na	na	JTFH01000952.1	<>	na	Primary Assembly	1004	na
decoy01175	unplaced-scaffold	na	na	JTFH01000953.1	<>	na	Primary Assembly	1004	na
decoy01176	unplaced-scaffold	na	na	JTFH01000954.1	<>	na	Primary Assembly	1003	na
decoy01177	unplaced-scaffold	na	na	JTFH01000955.1	<>	na	Primary Assembly	1003	na
decoy01178	unplaced-scaffold	na	na	JTFH01000956.1	<>	na	Primary Assembly	1003	na
decoy01179	unplaced-scaffold	na	na	JTFH01000957.1	<>	na	Primary Assembly	1003	na
decoy01180	unplaced-scaffold	na	na	JTFH01000958.1	<>	na	Primary Assembly	1002	na
decoy01181	unplaced-scaffold	na	na	JTFH01000959.1	<>	na	Primary Assembly	1002	na
decoy01182	unplaced-scaffold	na	na	JTFH01000960.1	<>	na	Primary Assembly	1000	na
decoy01183	unplaced-scaffold	na	na	JTFH01000961.1	<>	na	Primary Assembly	1000	na
decoy01184	unplaced-scaffold	na	na	JTFH01000962.1	<>	na	Primary Assembly	8358	na
decoy10001	unplaced-scaffold	na	na	JTFH01000963.1	<>	na	Primary Assembly	7932	na
decoy10002	unplaced-scaffold	na	na	JTFH01000964.1	<>	na	Primary Assembly	6846	na
decoy10003	unplaced-scaffold	na	na	JTFH01000965.1	<>	na	Primary Assembly	4591	na
decoy10004	unplaced-scaffold	na	na	JTFH01000966.1	<>	na	Primary Assembly	4041	na
decoy10006	unplaced-scaffold	na	na	JTFH01000967.1	<>	na	Primary Assembly	3841	na
decoy10007	unplaced-scaffold	na	na	JTFH01000968.1	<>	na	Primary Assembly	3754	na
decoy10008	unplaced-scaffold	na	na	JTFH01000969.1	<>	na	Primary Assembly	3743	na
decoy10009	unplaced-scaffold	na	na	JTFH01000970.1	<>	na	Primary Assembly	3702	na
decoy10010	unplaced-scaffold	na	na	JTFH01000971.1	<>	na	Primary Assembly	3625	na
decoy10011	unplaced-scaffold	na	na	JTFH01000972.1	<>	na	Primary Assembly	3529	na
decoy10012	unplaced-scaffold	na	na	JTFH01000973.1	<>	na	Primary Assembly	3508	na
decoy10013	unplaced-scaffold	na	na	JTFH01000974.1	<>	na	Primary Assembly	3359	na
decoy10014	unplaced-scaffold	na	na	JTFH01000975.1	<>	na	Primary Assembly	3320	na
decoy10016	unplaced-scaffold	na	na	JTFH01000976.1	<>	na	Primary Assembly	3231	na
decoy10017	unplaced-scaffold	na	na	JTFH01000977.1	<>	na	Primary Assembly	3220	na
decoy10018	unplaced-scaffold	na	na	JTFH01000978.1	<>	na	Primary Assembly	3212	na
decoy10019	unplaced-scaffold	na	na	JTFH01000979.1	<>	na	Primary Assembly	3192	na
decoy10020	unplaced-scaffold	na	na	JTFH01000980.1	<>	na	Primary Assembly	3092	na
decoy10021	unplaced-scaffold	na	na	JTFH01000981.1	<>	na	Primary Assembly	3087	na
decoy10022	unplaced-scaffold	na	na	JTFH01000982.1	<>	na	Primary Assembly	3048	na
decoy10023	unplaced-scaffold	na	na	JTFH01000983.1	<>	na	Primary Assembly	3005	na
decoy10024	unplaced-scaffold	na	na	JTFH01000984.1	<>	na	Primary Assembly	3004	na
decoy10026	unplaced-scaffold	na	na	JTFH01000985.1	<>	na	Primary Assembly	2959	na
decoy10027	unplaced-scaffold	na	na	JTFH01000986.1	<>	na	Primary Assembly	2934	na
decoy10028	unplaced-scaffold	na	na	JTFH01000987.1	<>	na	Primary Assembly	2933	na
decoy10031	unplaced-scaffold	na	na	JTFH01000988.1	<>	na	Primary Assembly	2827	na
decoy10032	unplaced-scaffold	na	na	JTFH01000989.1	<>	na	Primary Assembly	2794	na
decoy10033	unplaced-scaffold	na	na	JTFH01000990.1	<>	na	Primary Assembly	2749	na
decoy10034	unplaced-scaffold	na	na	JTFH01000991.1	<>	na	Primary Assembly	2745	na
decoy10035	unplaced-scaffold	na	na	JTFH01000992.1	<>	na	Primary Assembly	2733	na
decoy10036	unplaced-scaffold	na	na	JTFH01000993.1	<>	na	Primary Assembly	2698	na
decoy10037	unplaced-scaffold	na	na	JTFH01000994.1	<>	na	Primary Assembly	2665	na
decoy10039	unplaced-scaffold	na	na	JTFH01000995.1	<>	na	Primary Assembly	2634	na
decoy10042	unplaced-scaffold	na	na	JTFH01000996.1	<>	na	Primary Assembly	2492	na
decoy10043	unplaced-scaffold	na	na	JTFH01000997.1	<>	na	Primary Assembly	2489	na
decoy10044	unplaced-scaffold	na	na	JTFH01000998.1	<>	na	Primary Assembly	2468	na
decoy10045	unplaced-scaffold	na	na	JTFH01000999.1	<>	na	Primary Assembly	2414	na
decoy10046	unplaced-scaffold	na	na	JTFH01001000.1	<>	na	Primary Assembly	2395	na
decoy10047	unplaced-scaffold	na	na	JTFH01001001.1	<>	na	Primary Assembly	2356	na
decoy10048	unplaced-scaffold	na	na	JTFH01001002.1	<>	na	Primary Assembly	2339	na
decoy10049	unplaced-scaffold	na	na	JTFH01001003.1	<>	na	Primary Assembly	2310	na
decoy10050	unplaced-scaffold	na	na	JTFH01001004.1	<>	na	Primary Assembly	2288	na
decoy10051	unplaced-scaffold	na	na	JTFH01001005.1	<>	na	Primary Assembly	2285	na
decoy10052	unplaced-scaffold	na	na	JTFH01001006.1	<>	na	Primary Assembly	2269	na
decoy10053	unplaced-scaffold	na	na	JTFH01001007.1	<>	na	Primary Assembly	2253	na
decoy10054	unplaced-scaffold	na	na	JTFH01001008.1	<>	na	Primary Assembly	2203	na
decoy10055	unplaced-scaffold	na	na	JTFH01001009.1	<>	na	Primary Assembly	2176	na
decoy10056	unplaced-scaffold	na	na	JTFH01001010.1	<>	na	Primary Assembly	2159	na
decoy10057	unplaced-scaffold	na	na	JTFH01001011.1	<>	na	Primary Assembly	2155	na
decoy10058	unplaced-scaffold	na	na	JTFH01001012.1	<>	na	Primary Assembly	2149	na
decoy10059	unplaced-scaffold	na	na	JTFH01001013.1	<>	na	Primary Assembly	2129	na
decoy10060	unplaced-scaffold	na	na	JTFH01001014.1	<>	na	Primary Assembly	2116	na
decoy10061	unplaced-scaffold	na	na	JTFH01001015.1	<>	na	Primary Assembly	2113	na
decoy10062	unplaced-scaffold	na	na	JTFH01001016.1	<>	na	Primary Assembly	2098	na
decoy10063	unplaced-scaffold	na	na	JTFH01001017.1	<>	na	Primary Assembly	2066	na
decoy10064	unplaced-scaffold	na	na	JTFH01001018.1	<>	na	Primary Assembly	2066	na
decoy10065	unplaced-scaffold	na	na	JTFH01001019.1	<>	na	Primary Assembly	2059	na
decoy10066	unplaced-scaffold	na	na	JTFH01001020.1	<>	na	Primary Assembly	2047	na
decoy10067	unplaced-scaffold	na	na	JTFH01001021.1	<>	na	Primary Assembly	2040	na
decoy10068	unplaced-scaffold	na	na	JTFH01001022.1	<>	na	Primary Assembly	2030	na
decoy10069	unplaced-scaffold	na	na	JTFH01001023.1	<>	na	Primary Assembly	2024	na
decoy10070	unplaced-scaffold	na	na	JTFH01001024.1	<>	na	Primary Assembly	2001	na
decoy10071	unplaced-scaffold	na	na	JTFH01001025.1	<>	na	Primary Assembly	1992	na
decoy10072	unplaced-scaffold	na	na	JTFH01001026.1	<>	na	Primary Assembly	1981	na
decoy10073	unplaced-scaffold	na	na	JTFH01001027.1	<>	na	Primary Assembly	1979	na
decoy10074	unplaced-scaffold	na	na	JTFH01001028.1	<>	na	Primary Assembly	1957	na
decoy10075	unplaced-scaffold	na	na	JTFH01001029.1	<>	na	Primary Assembly	1953	na
decoy10078	unplaced-scaffold	na	na	JTFH01001030.1	<>	na	Primary Assembly	1944	na
decoy10079	unplaced-scaffold	na	na	JTFH01001031.1	<>	na	Primary Assembly	1936	na
decoy10080	unplaced-scaffold	na	na	JTFH01001032.1	<>	na	Primary Assembly	1932	na
decoy10081	unplaced-scaffold	na	na	JTFH01001033.1	<>	na	Primary Assembly	1882	na
decoy10082	unplaced-scaffold	na	na	JTFH01001034.1	<>	na	Primary Assembly	1878	na
decoy10083	unplaced-scaffold	na	na	JTFH01001035.1	<>	na	Primary Assembly	1870	na
decoy10085	unplaced-scaffold	na	na	JTFH01001036.1	<>	na	Primary Assembly	1821	na
decoy10086	unplaced-scaffold	na	na	JTFH01001037.1	<>	na	Primary Assembly	1813	na
decoy10087	unplaced-scaffold	na	na	JTFH01001038.1	<>	na	Primary Assembly	1809	na
decoy10088	unplaced-scaffold	na	na	JTFH01001039.1	<>	na	Primary Assembly	1804	na
decoy10089	unplaced-scaffold	na	na	JTFH01001040.1	<>	na	Primary Assembly	1797	na
decoy10090	unplaced-scaffold	na	na	JTFH01001041.1	<>	na	Primary Assembly	1791	na
decoy10091	unplaced-scaffold	na	na	JTFH01001042.1	<>	na	Primary Assembly	1781	na
decoy10092	unplaced-scaffold	na	na	JTFH01001043.1	<>	na	Primary Assembly	1766	na
decoy10093	unplaced-scaffold	na	na	JTFH01001044.1	<>	na	Primary Assembly	1764	na
decoy10094	unplaced-scaffold	na	na	JTFH01001045.1	<>	na	Primary Assembly	1743	na
decoy10095	unplaced-scaffold	na	na	JTFH01001046.1	<>	na	Primary Assembly	1741	na
decoy10096	unplaced-scaffold	na	na	JTFH01001047.1	<>	na	Primary Assembly	1709	na
decoy10097	unplaced-scaffold	na	na	JTFH01001048.1	<>	na	Primary Assembly	1706	na
decoy10098	unplaced-scaffold	na	na	JTFH01001049.1	<>	na	Primary Assembly	1701	na
decoy10099	unplaced-scaffold	na	na	JTFH01001050.1	<>	na	Primary Assembly	1689	na
decoy10100	unplaced-scaffold	na	na	JTFH01001051.1	<>	na	Primary Assembly	1646	na
decoy10101	unplaced-scaffold	na	na	JTFH01001052.1	<>	na	Primary Assembly	1641	na
decoy10102	unplaced-scaffold	na	na	JTFH01001053.1	<>	na	Primary Assembly	1639	na
decoy10103	unplaced-scaffold	na	na	JTFH01001054.1	<>	na	Primary Assembly	1636	na
decoy10104	unplaced-scaffold	na	na	JTFH01001055.1	<>	na	Primary Assembly	1632	na
decoy10105	unplaced-scaffold	na	na	JTFH01001056.1	<>	na	Primary Assembly	1629	na
decoy10106	unplaced-scaffold	na	na	JTFH01001057.1	<>	na	Primary Assembly	1623	na
decoy10107	unplaced-scaffold	na	na	JTFH01001058.1	<>	na	Primary Assembly	1622	na
decoy10108	unplaced-scaffold	na	na	JTFH01001059.1	<>	na	Primary Assembly	1622	na
decoy10109	unplaced-scaffold	na	na	JTFH01001060.1	<>	na	Primary Assembly	1619	na
decoy10110	unplaced-scaffold	na	na	JTFH01001061.1	<>	na	Primary Assembly	1606	na
decoy10111	unplaced-scaffold	na	na	JTFH01001062.1	<>	na	Primary Assembly	1593	na
decoy10112	unplaced-scaffold	na	na	JTFH01001063.1	<>	na	Primary Assembly	1592	na
decoy10113	unplaced-scaffold	na	na	JTFH01001064.1	<>	na	Primary Assembly	1558	na
decoy10114	unplaced-scaffold	na	na	JTFH01001065.1	<>	na	Primary Assembly	1545	na
decoy10115	unplaced-scaffold	na	na	JTFH01001066.1	<>	na	Primary Assembly	1542	na
decoy10116	unplaced-scaffold	na	na	JTFH01001067.1	<>	na	Primary Assembly	1540	na
decoy10117	unplaced-scaffold	na	na	JTFH01001068.1	<>	na	Primary Assembly	1529	na
decoy10118	unplaced-scaffold	na	na	JTFH01001069.1	<>	na	Primary Assembly	1518	na
decoy10119	unplaced-scaffold	na	na	JTFH01001070.1	<>	na	Primary Assembly	1515	na
decoy10120	unplaced-scaffold	na	na	JTFH01001071.1	<>	na	Primary Assembly	1513	na
decoy10121	unplaced-scaffold	na	na	JTFH01001072.1	<>	na	Primary Assembly	1507	na
decoy10122	unplaced-scaffold	na	na	JTFH01001073.1	<>	na	Primary Assembly	1504	na
decoy10123	unplaced-scaffold	na	na	JTFH01001074.1	<>	na	Primary Assembly	1499	na
decoy10124	unplaced-scaffold	na	na	JTFH01001075.1	<>	na	Primary Assembly	1495	na
decoy10125	unplaced-scaffold	na	na	JTFH01001076.1	<>	na	Primary Assembly	1495	na
decoy10126	unplaced-scaffold	na	na	JTFH01001077.1	<>	na	Primary Assembly	1492	na
decoy10127	unplaced-scaffold	na	na	JTFH01001078.1	<>	na	Primary Assembly	1492	na
decoy10128	unplaced-scaffold	na	na	JTFH01001079.1	<>	na	Primary Assembly	1489	na
decoy10129	unplaced-scaffold	na	na	JTFH01001080.1	<>	na	Primary Assembly	1485	na
decoy10130	unplaced-scaffold	na	na	JTFH01001081.1	<>	na	Primary Assembly	1483	na
decoy10131	unplaced-scaffold	na	na	JTFH01001082.1	<>	na	Primary Assembly	1473	na
decoy10132	unplaced-scaffold	na	na	JTFH01001083.1	<>	na	Primary Assembly	1470	na
decoy10133	unplaced-scaffold	na	na	JTFH01001084.1	<>	na	Primary Assembly	1463	na
decoy10134	unplaced-scaffold	na	na	JTFH01001085.1	<>	na	Primary Assembly	1460	na
decoy10135	unplaced-scaffold	na	na	JTFH01001086.1	<>	na	Primary Assembly	1458	na
decoy10136	unplaced-scaffold	na	na	JTFH01001087.1	<>	na	Primary Assembly	1456	na
decoy10137	unplaced-scaffold	na	na	JTFH01001088.1	<>	na	Primary Assembly	1453	na
decoy10138	unplaced-scaffold	na	na	JTFH01001089.1	<>	na	Primary Assembly	1443	na
decoy10139	unplaced-scaffold	na	na	JTFH01001090.1	<>	na	Primary Assembly	1441	na
decoy10140	unplaced-scaffold	na	na	JTFH01001091.1	<>	na	Primary Assembly	1426	na
decoy10141	unplaced-scaffold	na	na	JTFH01001092.1	<>	na	Primary Assembly	1425	na
decoy10142	unplaced-scaffold	na	na	JTFH01001093.1	<>	na	Primary Assembly	1418	na
decoy10144	unplaced-scaffold	na	na	JTFH01001094.1	<>	na	Primary Assembly	1413	na
decoy10145	unplaced-scaffold	na	na	JTFH01001095.1	<>	na	Primary Assembly	1413	na
decoy10146	unplaced-scaffold	na	na	JTFH01001096.1	<>	na	Primary Assembly	1412	na
decoy10147	unplaced-scaffold	na	na	JTFH01001097.1	<>	na	Primary Assembly	1407	na
decoy10148	unplaced-scaffold	na	na	JTFH01001098.1	<>	na	Primary Assembly	1406	na
decoy10149	unplaced-scaffold	na	na	JTFH01001099.1	<>	na	Primary Assembly	1396	na
decoy10150	unplaced-scaffold	na	na	JTFH01001100.1	<>	na	Primary Assembly	1390	na
decoy10151	unplaced-scaffold	na	na	JTFH01001101.1	<>	na	Primary Assembly	1382	na
decoy10152	unplaced-scaffold	na	na	JTFH01001102.1	<>	na	Primary Assembly	1376	na
decoy10153	unplaced-scaffold	na	na	JTFH01001103.1	<>	na	Primary Assembly	1375	na
decoy10154	unplaced-scaffold	na	na	JTFH01001104.1	<>	na	Primary Assembly	1371	na
decoy10155	unplaced-scaffold	na	na	JTFH01001105.1	<>	na	Primary Assembly	1367	na
decoy10156	unplaced-scaffold	na	na	JTFH01001106.1	<>	na	Primary Assembly	1364	na
decoy10157	unplaced-scaffold	na	na	JTFH01001107.1	<>	na	Primary Assembly	1356	na
decoy10158	unplaced-scaffold	na	na	JTFH01001108.1	<>	na	Primary Assembly	1355	na
decoy10159	unplaced-scaffold	na	na	JTFH01001109.1	<>	na	Primary Assembly	1352	na
decoy10160	unplaced-scaffold	na	na	JTFH01001110.1	<>	na	Primary Assembly	1350	na
decoy10161	unplaced-scaffold	na	na	JTFH01001111.1	<>	na	Primary Assembly	1346	na
decoy10162	unplaced-scaffold	na	na	JTFH01001112.1	<>	na	Primary Assembly	1345	na
decoy10163	unplaced-scaffold	na	na	JTFH01001113.1	<>	na	Primary Assembly	1340	na
decoy10164	unplaced-scaffold	na	na	JTFH01001114.1	<>	na	Primary Assembly	1330	na
decoy10165	unplaced-scaffold	na	na	JTFH01001115.1	<>	na	Primary Assembly	1329	na
decoy10166	unplaced-scaffold	na	na	JTFH01001116.1	<>	na	Primary Assembly	1324	na
decoy10167	unplaced-scaffold	na	na	JTFH01001117.1	<>	na	Primary Assembly	1316	na
decoy10168	unplaced-scaffold	na	na	JTFH01001118.1	<>	na	Primary Assembly	1307	na
decoy10169	unplaced-scaffold	na	na	JTFH01001119.1	<>	na	Primary Assembly	1304	na
decoy10170	unplaced-scaffold	na	na	JTFH01001120.1	<>	na	Primary Assembly	1304	na
decoy10171	unplaced-scaffold	na	na	JTFH01001121.1	<>	na	Primary Assembly	1303	na
decoy10172	unplaced-scaffold	na	na	JTFH01001122.1	<>	na	Primary Assembly	1301	na
decoy10173	unplaced-scaffold	na	na	JTFH01001123.1	<>	na	Primary Assembly	1300	na
decoy10174	unplaced-scaffold	na	na	JTFH01001124.1	<>	na	Primary Assembly	1297	na
decoy10175	unplaced-scaffold	na	na	JTFH01001125.1	<>	na	Primary Assembly	1296	na
decoy10176	unplaced-scaffold	na	na	JTFH01001126.1	<>	na	Primary Assembly	1290	na
decoy10177	unplaced-scaffold	na	na	JTFH01001127.1	<>	na	Primary Assembly	1284	na
decoy10178	unplaced-scaffold	na	na	JTFH01001128.1	<>	na	Primary Assembly	1282	na
